prototype_id,pollutant_id,weight,matching_basis,source
oatp-intestinal-hepatic-uptake,SMX,0.55,exploratory_no_source_evidence; mechanism_feature_bridge,bmdl_query
plant-tannin,SMX,0.55,exploratory_no_source_evidence; mechanism_feature_bridge,bmdl_query
chlorophenol-hydroxylase-regioselective,TC,0.7,exploratory_no_source_evidence; direct_pollutant_evidence,bmdl_query
hl-fabp-liver-fatty-acid-pfas-binding,TC,0.3,exploratory_no_source_evidence; direct_pollutant_evidence,bmdl_query
ntcp-bile-acid-pfas-transporter,TC,0.55,exploratory_no_source_evidence; direct_pollutant_evidence,bmdl_query
asbt-bile-acid-elevator-transporter,TC,0.45,exploratory_no_source_evidence; direct_pollutant_evidence,bmdl_query
alginate,TC,0.55,exploratory_no_source_evidence; mechanism_feature_bridge,bmdl_query
bacterial-cellulose,TC,0.55,exploratory_no_source_evidence; mechanism_feature_bridge,bmdl_query
bile-salt-mixed-micelle-solubilization,TC,0.55,exploratory_no_source_evidence; mechanism_feature_bridge,bmdl_query
bone-structure,TC,0.55,exploratory_no_source_evidence; mechanism_feature_bridge,bmdl_query
cell-membrane-ion-channel,TC,0.55,exploratory_no_source_evidence; mechanism_feature_bridge,bmdl_query
alginate,TCDD,0.55,exploratory_no_source_evidence; mechanism_feature_bridge,bmdl_query
bacterial-cellulose,TCDD,0.55,exploratory_no_source_evidence; mechanism_feature_bridge,bmdl_query
bile-salt-mixed-micelle-solubilization,TCDD,0.55,exploratory_no_source_evidence; mechanism_feature_bridge,bmdl_query
bone-structure,TCDD,0.55,exploratory_no_source_evidence; mechanism_feature_bridge,bmdl_query
cell-membrane-ion-channel,TCDD,0.55,exploratory_no_source_evidence; mechanism_feature_bridge,bmdl_query
chitosan,TCDD,0.55,exploratory_no_source_evidence; mechanism_feature_bridge,bmdl_query
chlorella-cell-wall,TCDD,0.55,exploratory_no_source_evidence; mechanism_feature_bridge,bmdl_query
chlorophenol-hydroxylase-regioselective,TCDD,0.55,exploratory_no_source_evidence; mechanism_feature_bridge,bmdl_query
ddt-dehydrochlorinase-gst,TCDD,0.55,exploratory_no_source_evidence; mechanism_feature_bridge,bmdl_query
bile-salt-mixed-micelle-solubilization,TCE,0.55,mechanism_feature_bridge,bmdl_query
cell-membrane-ion-channel,TCE,0.55,mechanism_feature_bridge,bmdl_query
chitosan,TCE,0.55,mechanism_feature_bridge,bmdl_query
chlorella-cell-wall,TCE,0.55,mechanism_feature_bridge,bmdl_query
dmpr-phenol-effector-binding-domain,TCE,0.55,mechanism_feature_bridge,bmdl_query
fabp4-fatty-acid-pfas-binding,TCE,0.55,mechanism_feature_bridge,bmdl_query
fish-scale-hydroxyapatite,TCE,0.55,mechanism_feature_bridge,bmdl_query
gpr43-ffar2-short-chain-fatty-acid-receptor,TCE,0.55,mechanism_feature_bridge,bmdl_query
lipocalin-hydrophobic-calyx,TCE,0.55,mechanism_feature_bridge,bmdl_query
asbt-bile-acid-elevator-transporter,Trichloromethane (Chloroform),0.32,exploratory_no_source_evidence; mechanism_feature_bridge,bmdl_query
bile-salt-mixed-micelle-solubilization,Trichloromethane (Chloroform),0.32,exploratory_no_source_evidence; mechanism_feature_bridge,bmdl_query
bone-structure,Trichloromethane (Chloroform),0.32,exploratory_no_source_evidence; mechanism_feature_bridge,bmdl_query
cell-membrane-ion-channel,Trichloromethane (Chloroform),0.32,exploratory_no_source_evidence; mechanism_feature_bridge,bmdl_query
chitosan,Trichloromethane (Chloroform),0.32,exploratory_no_source_evidence; mechanism_feature_bridge,bmdl_query
chlorella-cell-wall,Trichloromethane (Chloroform),0.32,exploratory_no_source_evidence; mechanism_feature_bridge,bmdl_query
ddt-dehydrochlorinase-gst,Trichloromethane (Chloroform),0.32,exploratory_no_source_evidence; mechanism_feature_bridge,bmdl_query
dmpr-phenol-effector-binding-domain,Trichloromethane (Chloroform),0.32,exploratory_no_source_evidence; mechanism_feature_bridge,bmdl_query
errg-bpa-endocrine-receptor,Trichloromethane (Chloroform),0.32,exploratory_no_source_evidence; mechanism_feature_bridge,bmdl_query
chitosan,U(VI),0.85,direct_pollutant_evidence,bmdl_query
mussel-foot-adhesion,U(VI),0.8,direct_pollutant_evidence,bmdl_query
polydopamine-coating,U(VI),0.75,direct_pollutant_evidence,bmdl_query
silk-fibroin,U(VI),0.7,direct_pollutant_evidence,bmdl_query
errg-bpa-endocrine-receptor,U(VI),0.8,direct_pollutant_evidence,bmdl_query
ttr-halophenol-thyroxine-channel,U(VI),0.7,direct_pollutant_evidence,bmdl_query
p450bisd-bisphenol-monooxygenase,U(VI),0.7,direct_pollutant_evidence,bmdl_query
ugt-glucuronidation-glycosylation-regioselective,U(VI),0.7,direct_pollutant_evidence,bmdl_query
lanmodulin-lanthanide-coordination,U(VI),0.6,direct_pollutant_evidence,bmdl_query
acidimicrobium-reductive-defluorination,U(VI),0.6,direct_pollutant_evidence,bmdl_query
chitosan,Zn(II),0.8,direct_pollutant_evidence,bmdl_query
silk-fibroin,Zn(II),0.7,direct_pollutant_evidence,bmdl_query
alginate,Zn(II),0.55,mechanism_feature_bridge,bmdl_query
bone-structure,Zn(II),0.55,mechanism_feature_bridge,bmdl_query
cell-membrane-ion-channel,Zn(II),0.55,mechanism_feature_bridge,bmdl_query
chlorella-cell-wall,Zn(II),0.55,mechanism_feature_bridge,bmdl_query
fish-scale-hydroxyapatite,Zn(II),0.55,mechanism_feature_bridge,bmdl_query
lobster-exoskeleton,Zn(II),0.55,mechanism_feature_bridge,bmdl_query
mussel-foot-adhesion,Zn(II),0.55,mechanism_feature_bridge,bmdl_query
bile-salt-mixed-micelle-solubilization,β-HCH,0.44,exploratory_no_source_evidence; mechanism_feature_bridge,bmdl_query
bone-structure,β-HCH,0.44,exploratory_no_source_evidence; mechanism_feature_bridge,bmdl_query
cell-membrane-ion-channel,β-HCH,0.44,exploratory_no_source_evidence; mechanism_feature_bridge,bmdl_query
chitosan,β-HCH,0.44,exploratory_no_source_evidence; mechanism_feature_bridge,bmdl_query
chlorella-cell-wall,β-HCH,0.44,exploratory_no_source_evidence; mechanism_feature_bridge,bmdl_query
dmpr-phenol-effector-binding-domain,β-HCH,0.44,exploratory_no_source_evidence; mechanism_feature_bridge,bmdl_query
errg-bpa-endocrine-receptor,β-HCH,0.44,exploratory_no_source_evidence; mechanism_feature_bridge,bmdl_query
fabp4-fatty-acid-pfas-binding,β-HCH,0.44,exploratory_no_source_evidence; mechanism_feature_bridge,bmdl_query
fish-scale-hydroxyapatite,β-HCH,0.44,exploratory_no_source_evidence; mechanism_feature_bridge,bmdl_query
gpr43-ffar2-short-chain-fatty-acid-receptor,β-HCH,0.44,exploratory_no_source_evidence; mechanism_feature_bridge,bmdl_query
